shash,genre,years,alt,heading,text
70ecdd90155cf4d1,other,"2019,2020",0.050,Intersectional workforce representation,"Looking at U.S. data intersectionally, representation of Black+ and Latinx+ women is 1.4% and 2.0%, respectively."
6609b7cfd7c7c1cc,other,"2019,2020",0.050,Tech hires,"In this four-year period, women tech hires have increased from 22.1% to 25.7% (+3.6 ppts)."
32ae447ce84d5e1c,other,"2021,2022",0.050,What has Google learned?,"They themselves have to admit where they failed, and they themselves have to create the space for others to fail."
d9085443f4ae03cc,other,"2022,2023,2024,2025",0.050,How we’re building belonging for the military-affiliated community at Google,The Veteran-focused career website has information about resources at Google and job opportunities.
53e497cada1c0a7b,other,2006,0.049,,"Our most valuable resource is our people: energetic, innovative thinkers who care equally about doing great work and developing a culture that's great for all our employees. • What's it like to work at Google? • Benefits of working at Google • The engineer's life at Google and what we do . • Information for students What's going on at Google? • Google announces partnership with Teach for America. • Google Anita Borg Scholarship accepting US and Europe applications until January 2007. • Google selected by U.S. undergraduate and MBA students as an ideal employer in 2006 Universum Survey . • Google Ireland recognized among Best Companies to Work For . • Check our Google Blog or subscribe to the Google Friends newsletter ."
f35cee8d784e15c5,other,2007,0.049,,Working at Google is as much a mindset as it is a job.
3d2968481fd8b245,other,"2019,2020",0.049,Tech hires,Both Black+ and Latinx+ tech hiring have increased since last year and are contributing to gains in representation.
c5532ec03182a2ee,other,"2019,2020",0.048,Community inclusion,Click here to learn more .
4f6b7fd14758ade9,other,"2004,2005,2006,2007",0.047,,There is such a thing as a free lunch after all.
945a0aa2a1a531c4,other,2008,0.047,Top 10 Reasons to Work at Google,There is such a thing as a free lunch after all.
240698dc0246a4f1,other,"2018,2019",0.047,2018 overall representation,Representation of Latinx+ men in Google’s workforce increased three times more than Latinx+ women (0.6 ppts compared to 0.2 ppts).
44efe88a10c38640,other,"2019,2020",0.047,Attrition index,We saw improved attrition rates for Google’s employees of color in the U.S. compared to previous years (with the exception of Native American+ employees).
846a9c9275cb09ce,other,"2019,2020",0.047,3. Leadership accountability matters,"Your work matters, and we are deeply appreciative."
96414fa7c0caed72,other,"2019,2020",0.046,New demographic data,"Of the 39% of global employees who have self-identified, we know that: self-identified as LGBQ+ and / or Trans+ self-identified as being, or having been, members of the military We look forward to improving our data collection so that we’ll have a better picture of our workforce in 2020 3 ."
859d6b997cbc7310,other,"2019,2020",0.046,Workforce representation,"* Native American includes Native Americans, Alaska Natives, Native Hawaiian and Other Pacific Islanders as categorized by U.S. government reporting standards Representation of women in our global workforce increased by 0.7 ppt year over year."
c439b33a40c3571a,other,"2019,2020",0.046,Workforce representation,"In the U.S., 54.4% of our workforce is White+, 39.8% is Asian+, 3.3% is Black+, 5.7% is Latinx+, and 0.8% is Native American+."
01004733b29b94bb,other,"2023,2025",0.046,Ensuring equity in benefits and healthcare for LGBTQ+ Googlers,Our inclusive life insurance policy guarantees a Googler’s spouse or partner of any gender with 3X their salary and 50% of their income for 10 years in the U.S.
71a573958c76457e,other,2014,0.045,Measure by measure: Analytics Advocate Adam Singer talks Google Analytics,As an Analytics Advocate for Google ...
0ace1a573d89c5ef,other,"2019,2020",0.045,Business & product inclusion,And all employees around the world can participate in inclusive product testing.
e9100e1d1d340a60,other,"2019,2020",0.045,Workforce representation,"In the U.S., representation of Black+, Latinx+, and Asian+ employees increased by 0.3 ppt, 0.4 ppt, and 1.7 ppts, respectively, while the representation of Native American+ employees remained stable and representation of White+ employees, our largest racial demographic group at Google, decreased."
58993f6e02f8928b,other,"2021,2022",0.045,What are some of the responsibilities Google has?,"We want you to help shape the company, help us learn, bring what you have to the table."
7825e8b67f6939b3,other,"2018,2019",0.044,Leadership,"In the U.S. in 2017, leadership hires were 5.4% Black, and Black representation in leadership increased from 1.5% in 2017 to 2% in 2018."
691f1f31d4c9a8d9,other,"2019,2020",0.043,Attrition index,"In 2017, women were 6% less likely to leave Google vs. the average; in 2018, they were 10% less likely to leave than the average."
b4c182594585896c,other,2007,0.041,,What is it that you really want to do?
186e2ce4b3d0aa0a,other,"2014,2015,2016",0.041,Google by design,"Since Larry Page took over as CEO in 2011, we've been more focused than ever on improving the user experience across all of our products."
c427eb61efd8b602,other,"2019,2020",0.040,What would it take (for tech to reflect its consumer base)?,We are committed to exploring these questions with a variety of industry stakeholders.
c95d121939dfe7b7,other,"2019,2020",0.040,Leadership representation,"Within the U.S., leadership representation is 2.6% for Black+ (+0.2 ppt) and 3.3% for Latinx+ (+0.6 ppt) employees."
d33b64cef68d8b6a,other,2008,0.039,Top 10 Reasons to Work at Google,No matter what their backgrounds Googlers make for interesting cube mates.
5b0ef1f91c2950c7,other,"2018,2019",0.039,Intersection of race and gender,The data in this section allows people of two or more races to more accurately state their racial background.
48a97c9315d4d600,other,"2018,2019",0.039,Current workforce representation numbers,"Representation for women, Black, and Latinx Googlers is similar to last year, increasing by only 0.1 percentage point (ppt) for each of these groups."
e7b85e673a8f1092,other,"2019,2020",0.039,Employee Resource Groups,The group continued the annual Trans@ Conference for the third year in a row to discuss Trans+ inclusion in the workplace.
3e897858a22dde17,other,"2019,2020",0.039,A quick note about our methodology,All race and ethnicity data is for the U.S. only.
4ecda0c4e42d9bf4,other,"2019,2020",0.039,A quick note about our methodology,"All gender data, unless otherwise stated, is global."
540c7f755f113388,other,"2021,2022",0.039,From awareness to action,First head of diversity is hired.
55b1b6c9943646a8,other,"2019,2020",0.038,Attrition index by race / ethnicity,This was largely driven by Black+ men who saw improvements across both tech and non-tech roles.
410991456b8e3f36,other,"2019,2020",0.038,Hires,"We saw hiring gains for women, Black+ and Latinx+ groups."
cb49117b60f3c013,other,"2021,2022",0.038,Why is belonging important at Google?,"Melonie : I love how you frame that, john."
3fdda9f1863f0773,other,"2005,2006,2007",0.037,,"Please do not forward resumes to our jobs alias, Google employees or any other company location."
64b0404872ce7bec,other,2003,0.036,,Main All Openings Top 10 Reasons Culture Benefits Inside View Work/Life Balance Top Ten Reasons to Work at Google 1.
ce1d8b9ab2b49394,other,"2019,2020",0.036,Leadership representation,"Although our women leadership hires decreased ( see leadership hiring section above ), the proportion of women in leadership overall increased; this is a sign our progression efforts are working."
bdfe48773b1aa609,other,2020,0.036,Intersectional leadership representation,"* Native American includes Native Americans, Alaska Natives, Native Hawaiian and Other Pacific Islanders as categorized by U.S. government reporting standards"
b7ee55b8b307547c,other,2012,0.035,Ten things we know to be true,The need for information crosses all borders.
777b8d2c1bfbfd0c,other,"2018,2019",0.035,2018 overall representation,"Representation of Asian+ women increased considerably to 12.5% of Google’s workforce, up from 10% overall in 2014 (+2.5 ppts)."
e521a7244d9940e1,other,"2018,2019",0.035,3. Overarching strategy,"Our leadership will share ownership for improved outcomes, taking actions based on the current state of their organization."
0f227da6cd3a430f,other,"2019,2020",0.035,Non-tech hires,Hiring rates for other underrepresented groups in non-tech were also largely positive in 2018.
bae66f29a51acd40,other,"2019,2020",0.035,Workforce representation,Women make up 31.6% and men make up 68.4% of our global workforce.
